congress,chamber,rollnumber,icpsr,cast_code,prob
112,Senate,1,4812,1,
112,Senate,1,14009,1,
112,Senate,1,14203,1,
112,Senate,1,14226,1,
112,Senate,1,14230,1,
112,Senate,1,14307,1,
112,Senate,1,14400,1,
112,Senate,1,14440,1,
112,Senate,1,14503,1,
112,Senate,1,14506,1,
112,Senate,1,14651,1,
112,Senate,1,14661,1,
112,Senate,1,14709,1,
112,Senate,1,14806,1,
112,Senate,1,14852,1,
112,Senate,1,14858,1,
112,Senate,1,14871,1,
112,Senate,1,14912,1,
112,Senate,1,14914,1,
112,Senate,1,14920,1,
112,Senate,1,14921,1,
112,Senate,1,14922,9,
112,Senate,1,15011,1,
112,Senate,1,15015,1,
112,Senate,1,15021,1,
112,Senate,1,15039,1,
112,Senate,1,15054,1,
112,Senate,1,15408,1,
112,Senate,1,15424,1,
112,Senate,1,15425,1,
112,Senate,1,15429,1,
112,Senate,1,15502,1,
112,Senate,1,15703,1,
112,Senate,1,15704,1,
112,Senate,1,20101,1,
112,Senate,1,20115,1,
112,Senate,1,20735,1,
112,Senate,1,29142,1,
112,Senate,1,29147,1,
112,Senate,1,29345,1,
112,Senate,1,29373,1,
112,Senate,1,29386,1,
112,Senate,1,29389,1,
112,Senate,1,29512,1,
112,Senate,1,29534,1,
112,Senate,1,29537,1,
112,Senate,1,29548,1,
112,Senate,1,29555,1,
112,Senate,1,29566,1,
112,Senate,1,29722,1,
112,Senate,1,29732,1,
112,Senate,1,29735,1,
112,Senate,1,29754,1,
112,Senate,1,29906,1,
112,Senate,1,29909,1,
112,Senate,1,29918,1,
112,Senate,1,29924,1,
112,Senate,1,29935,1,
112,Senate,1,29936,1,
112,Senate,1,39310,1,
112,Senate,1,40103,1,
112,Senate,1,40300,1,
112,Senate,1,40301,1,
112,Senate,1,40304,1,
112,Senate,1,40305,1,
112,Senate,1,40700,1,
112,Senate,1,40701,1,
112,Senate,1,40702,1,
112,Senate,1,40703,1,
112,Senate,1,40704,1,
112,Senate,1,40705,1,
112,Senate,1,40706,9,
112,Senate,1,40707,1,
112,Senate,1,40900,1,
112,Senate,1,40902,1,
112,Senate,1,40904,1,
112,Senate,1,40905,1,
112,Senate,1,40906,1,
112,Senate,1,40907,1,
112,Senate,1,40908,1,
112,Senate,1,40909,1,
112,Senate,1,40910,1,
112,Senate,1,40913,1,
112,Senate,1,40915,1,
112,Senate,1,40916,1,
112,Senate,1,41101,1,
112,Senate,1,41102,1,
112,Senate,1,41104,1,
112,Senate,1,41106,1,
112,Senate,1,41107,1,
112,Senate,1,41110,1,
112,Senate,1,41111,1,
112,Senate,1,49300,9,
112,Senate,1,49306,1,
112,Senate,1,49308,1,
112,Senate,1,49700,1,
112,Senate,1,49702,1,
112,Senate,1,49703,1,
112,Senate,1,49706,1,
112,Senate,1,94659,1,
112,Senate,1,99911,9,
112,Senate,2,4812,9,100.0
112,Senate,2,14009,1,100.0
112,Senate,2,14203,1,100.0
112,Senate,2,14226,1,100.0
112,Senate,2,14230,1,99.8
112,Senate,2,14307,1,100.0
112,Senate,2,14400,1,100.0
112,Senate,2,14440,1,100.0
112,Senate,2,14503,1,100.0
112,Senate,2,14506,1,99.0
112,Senate,2,14651,1,100.0
112,Senate,2,14661,1,99.8
112,Senate,2,14709,1,100.0
112,Senate,2,14806,1,99.7
112,Senate,2,14852,1,99.9
112,Senate,2,14858,1,99.9
112,Senate,2,14871,1,99.9
112,Senate,2,14912,1,100.0
112,Senate,2,14914,1,99.7
112,Senate,2,14920,1,99.9
112,Senate,2,14921,1,100.0
112,Senate,2,14922,1,100.0
112,Senate,2,15011,1,99.8
112,Senate,2,15015,1,100.0
112,Senate,2,15021,1,100.0
112,Senate,2,15039,9,90.4
112,Senate,2,15054,1,100.0
112,Senate,2,15408,1,100.0
112,Senate,2,15424,1,99.4
112,Senate,2,15425,1,100.0
112,Senate,2,15429,1,79.1
112,Senate,2,15502,1,100.0
112,Senate,2,15703,1,100.0
112,Senate,2,15704,1,100.0
112,Senate,2,20101,1,100.0
112,Senate,2,20115,1,97.0
112,Senate,2,20735,1,99.7
112,Senate,2,29142,1,100.0
112,Senate,2,29147,1,99.5
112,Senate,2,29345,1,100.0
112,Senate,2,29373,1,100.0
112,Senate,2,29386,1,99.8
112,Senate,2,29389,1,100.0
112,Senate,2,29512,1,100.0
112,Senate,2,29534,1,100.0
112,Senate,2,29537,6,17.1
112,Senate,2,29548,1,99.9
112,Senate,2,29555,1,69.9
112,Senate,2,29566,1,99.8
112,Senate,2,29722,1,100.0
112,Senate,2,29732,1,100.0
112,Senate,2,29735,1,100.0
112,Senate,2,29754,1,100.0
112,Senate,2,29906,1,100.0
112,Senate,2,29909,1,100.0
112,Senate,2,29918,1,100.0
112,Senate,2,29924,1,100.0
112,Senate,2,29935,1,67.2
112,Senate,2,29936,6,25.2
112,Senate,2,39310,1,99.9
112,Senate,2,40103,1,100.0
112,Senate,2,40300,1,100.0
112,Senate,2,40301,1,100.0
112,Senate,2,40304,1,99.9
112,Senate,2,40305,1,99.7
112,Senate,2,40700,1,100.0
112,Senate,2,40701,1,100.0
112,Senate,2,40702,1,100.0
112,Senate,2,40703,1,100.0
112,Senate,2,40704,1,100.0
112,Senate,2,40705,1,98.7
112,Senate,2,40706,1,100.0
112,Senate,2,40707,1,100.0
112,Senate,2,40900,1,100.0
112,Senate,2,40902,1,100.0
112,Senate,2,40904,1,100.0
112,Senate,2,40905,1,100.0
112,Senate,2,40906,1,100.0
112,Senate,2,40907,1,100.0
112,Senate,2,40908,1,98.8
112,Senate,2,40909,1,100.0
112,Senate,2,40910,1,100.0
112,Senate,2,40913,1,100.0
112,Senate,2,40915,1,100.0
112,Senate,2,40916,1,100.0
112,Senate,2,41101,1,100.0
112,Senate,2,41102,1,85.9
112,Senate,2,41104,6,99.2
112,Senate,2,41106,1,93.9
112,Senate,2,41107,1,100.0
112,Senate,2,41110,6,99.3
112,Senate,2,41111,1,83.0
112,Senate,2,49300,9,100.0
112,Senate,2,49306,9,100.0
112,Senate,2,49308,1,100.0
112,Senate,2,49700,1,99.8
112,Senate,2,49702,1,100.0
112,Senate,2,49703,1,99.8
112,Senate,2,49706,1,99.9
112,Senate,2,94659,1,100.0
112,Senate,2,99911,9,100.0
112,Senate,3,4812,9,100.0
112,Senate,3,14009,1,97.7
112,Senate,3,14203,1,100.0
112,Senate,3,14226,1,93.7
112,Senate,3,14230,1,100.0
112,Senate,3,14307,1,100.0
112,Senate,3,14400,1,100.0
112,Senate,3,14440,1,100.0
112,Senate,3,14503,6,11.2
112,Senate,3,14506,1,97.9
112,Senate,3,14651,1,100.0
112,Senate,3,14661,1,100.0
112,Senate,3,14709,1,100.0
112,Senate,3,14806,1,91.3
112,Senate,3,14852,1,83.8
112,Senate,3,14858,1,100.0
112,Senate,3,14871,1,100.0
112,Senate,3,14912,1,100.0
112,Senate,3,14914,1,100.0
112,Senate,3,14920,1,100.0
112,Senate,3,14921,1,84.6
112,Senate,3,14922,1,100.0
112,Senate,3,15011,1,100.0
112,Senate,3,15015,1,100.0
112,Senate,3,15021,1,100.0
112,Senate,3,15039,9,91.9
112,Senate,3,15054,1,100.0
112,Senate,3,15408,1,100.0
112,Senate,3,15424,6,60.9
112,Senate,3,15425,1,100.0
112,Senate,3,15429,1,47.6
112,Senate,3,15502,1,100.0
112,Senate,3,15703,1,100.0
112,Senate,3,15704,1,100.0
112,Senate,3,20101,1,80.3
112,Senate,3,20115,1,98.9
112,Senate,3,20735,1,100.0
112,Senate,3,29142,1,100.0
112,Senate,3,29147,1,100.0
112,Senate,3,29345,6,48.2
112,Senate,3,29373,1,100.0
112,Senate,3,29386,1,92.0
112,Senate,3,29389,1,100.0
112,Senate,3,29512,1,78.2
112,Senate,3,29534,1,86.0
112,Senate,3,29537,6,38.4
112,Senate,3,29548,1,76.6
112,Senate,3,29555,6,98.7
112,Senate,3,29566,1,87.4
112,Senate,3,29722,1,80.1
112,Senate,3,29732,1,100.0
112,Senate,3,29735,1,79.2
112,Senate,3,29754,6,19.6
112,Senate,3,29906,1,100.0
112,Senate,3,29909,1,85.3
112,Senate,3,29918,6,44.6
112,Senate,3,29924,1,100.0
112,Senate,3,29935,6,80.7
112,Senate,3,29936,6,93.0
112,Senate,3,39310,1,100.0
112,Senate,3,40103,1,100.0
112,Senate,3,40300,1,99.7
112,Senate,3,40301,1,100.0
112,Senate,3,40304,1,96.2
112,Senate,3,40305,6,36.1
112,Senate,3,40700,1,100.0
112,Senate,3,40701,1,100.0
112,Senate,3,40702,1,100.0
112,Senate,3,40703,1,100.0
112,Senate,3,40704,1,100.0
112,Senate,3,40705,1,88.9
112,Senate,3,40706,1,100.0
112,Senate,3,40707,1,39.6
112,Senate,3,40900,1,100.0
112,Senate,3,40902,6,76.3
112,Senate,3,40904,1,100.0
112,Senate,3,40905,1,84.3
112,Senate,3,40906,1,100.0
112,Senate,3,40907,1,100.0
112,Senate,3,40908,1,100.0
112,Senate,3,40909,1,100.0
112,Senate,3,40910,1,100.0
112,Senate,3,40913,1,100.0
112,Senate,3,40915,1,100.0
112,Senate,3,40916,1,100.0
112,Senate,3,41101,1,100.0
112,Senate,3,41102,6,65.2
112,Senate,3,41104,6,99.7
112,Senate,3,41106,1,95.0
112,Senate,3,41107,1,89.6
112,Senate,3,41110,6,99.9
112,Senate,3,41111,1,29.5
112,Senate,3,49300,9,100.0
112,Senate,3,49306,9,92.4
112,Senate,3,49308,1,100.0
112,Senate,3,49700,6,60.0
112,Senate,3,49702,1,100.0
112,Senate,3,49703,1,100.0
112,Senate,3,49706,1,40.4
112,Senate,3,94659,1,68.7
112,Senate,3,99911,9,100.0
112,Senate,4,4812,9,81.1
112,Senate,4,14009,6,99.9
112,Senate,4,14203,6,88.3
112,Senate,4,14226,6,99.9
112,Senate,4,14230,1,36.6
112,Senate,4,14307,6,73.5
112,Senate,4,14400,6,76.7
112,Senate,4,14440,1,27.6
112,Senate,4,14503,6,100.0
112,Senate,4,14506,6,98.9
112,Senate,4,14651,6,93.8
112,Senate,4,14661,6,93.8
112,Senate,4,14709,6,70.4
112,Senate,4,14806,6,99.9
112,Senate,4,14852,6,100.0
112,Senate,4,14858,6,66.4
112,Senate,4,14871,6,67.3
112,Senate,4,14912,6,85.0
112,Senate,4,14914,1,40.4
112,Senate,4,14920,1,32.3
112,Senate,4,14921,6,100.0
112,Senate,4,14922,6,82.8
112,Senate,4,15011,6,57.1
112,Senate,4,15015,6,86.1
112,Senate,4,15021,1,30.0
112,Senate,4,15039,9,98.6
112,Senate,4,15054,6,87.9
112,Senate,4,15408,6,74.8
112,Senate,4,15424,6,100.0
112,Senate,4,15425,6,87.9
112,Senate,4,15429,6,99.9
112,Senate,4,15502,6,90.9
112,Senate,4,15703,1,24.3
112,Senate,4,15704,1,17.9
112,Senate,4,20101,6,100.0
112,Senate,4,20115,6,97.1
112,Senate,4,20735,1,45.1
112,Senate,4,29142,6,71.6
112,Senate,4,29147,6,49.7
112,Senate,4,29345,6,100.0
112,Senate,4,29373,6,72.8
112,Senate,4,29386,6,99.8
112,Senate,4,29389,6,67.3
112,Senate,4,29512,6,100.0
112,Senate,4,29534,6,100.0
112,Senate,4,29537,6,99.8
112,Senate,4,29548,6,100.0
112,Senate,4,29555,6,100.0
112,Senate,4,29566,6,99.9
112,Senate,4,29722,6,100.0
112,Senate,4,29732,6,77.6
112,Senate,4,29735,6,100.0
112,Senate,4,29754,6,100.0
112,Senate,4,29906,6,78.0
112,Senate,4,29909,6,100.0
112,Senate,4,29918,6,100.0
112,Senate,4,29924,1,28.8
112,Senate,4,29935,6,100.0
112,Senate,4,29936,6,100.0
112,Senate,4,39310,6,71.2
112,Senate,4,40103,6,99.4
112,Senate,4,40300,6,98.9
112,Senate,4,40301,6,94.7
112,Senate,4,40304,6,99.8
112,Senate,4,40305,6,100.0
112,Senate,4,40700,6,74.1
112,Senate,4,40701,6,92.4
112,Senate,4,40702,6,90.2
112,Senate,4,40703,6,84.0
112,Senate,4,40704,6,74.9
112,Senate,4,40705,6,99.7
112,Senate,4,40706,6,91.0
112,Senate,4,40707,6,100.0
112,Senate,4,40900,1,11.0
112,Senate,4,40902,6,100.0
112,Senate,4,40904,6,68.7
112,Senate,4,40905,6,100.0
112,Senate,4,40906,1,16.6
112,Senate,4,40907,6,92.7
112,Senate,4,40908,6,49.6
112,Senate,4,40909,6,87.9
112,Senate,4,40910,6,83.3
112,Senate,4,40913,6,97.8
112,Senate,4,40915,6,98.7
112,Senate,4,40916,6,82.5
112,Senate,4,41101,1,35.1
112,Senate,4,41102,6,100.0
112,Senate,4,41104,6,100.0
112,Senate,4,41106,6,98.5
112,Senate,4,41107,6,100.0
112,Senate,4,41110,6,100.0
112,Senate,4,41111,6,100.0
112,Senate,4,49300,9,80.2
112,Senate,4,49306,9,100.0
112,Senate,4,49308,6,69.5
112,Senate,4,49700,6,100.0
112,Senate,4,49702,6,94.4
112,Senate,4,49703,6,94.8
112,Senate,4,49706,6,100.0
112,Senate,4,94659,6,100.0
112,Senate,4,99911,9,72.1
112,Senate,5,4812,9,93.8
112,Senate,5,14009,6,99.0
112,Senate,5,14203,6,21.6
112,Senate,5,14226,6,99.6
112,Senate,5,14230,1,90.5
112,Senate,5,14307,1,95.5
112,Senate,5,14400,1,98.7
112,Senate,5,14440,1,96.0
112,Senate,5,14503,6,99.7
112,Senate,5,14506,6,99.7
112,Senate,5,14651,1,80.3
112,Senate,5,14661,6,96.1
112,Senate,5,14709,1,97.2
112,Senate,5,14806,6,99.8
112,Senate,5,14852,6,99.8
112,Senate,5,14858,1,93.0
112,Senate,5,14871,1,89.1
112,Senate,5,14912,1,88.1
112,Senate,5,14914,1,93.0
112,Senate,5,14920,9,92.7
112,Senate,5,14921,6,99.7
112,Senate,5,14922,1,95.0
112,Senate,5,15011,1,97.8
112,Senate,5,15015,1,63.9
112,Senate,5,15021,1,93.1
112,Senate,5,15039,9,99.9
112,Senate,5,15054,6,8.7
112,Senate,5,15408,1,91.3
112,Senate,5,15424,6,99.8
112,Senate,5,15425,1,87.0
112,Senate,5,15429,6,99.9
112,Senate,5,15502,1,94.4
112,Senate,5,15703,6,21.7
112,Senate,5,15704,1,68.8
112,Senate,5,20101,6,99.4
112,Senate,5,20115,6,99.7
112,Senate,5,20735,1,98.3
112,Senate,5,29142,6,4.4
112,Senate,5,29147,1,99.2
112,Senate,5,29345,6,99.6
112,Senate,5,29373,1,95.9
112,Senate,5,29386,6,99.8
112,Senate,5,29389,1,98.2
112,Senate,5,29512,6,99.6
112,Senate,5,29534,6,99.0
112,Senate,5,29537,6,99.9
112,Senate,5,29548,6,99.8
112,Senate,5,29555,6,99.7
112,Senate,5,29566,6,99.8
112,Senate,5,29722,6,99.5
112,Senate,5,29732,1,95.0
112,Senate,5,29735,6,99.4
112,Senate,5,29754,6,99.6
112,Senate,5,29906,1,96.0
112,Senate,5,29909,6,99.7
112,Senate,5,29918,6,99.6
112,Senate,5,29924,1,99.1
112,Senate,5,29935,6,99.9
112,Senate,5,29936,6,99.9
112,Senate,5,39310,1,86.5
112,Senate,5,40103,1,47.1
112,Senate,5,40300,6,98.8
112,Senate,5,40301,6,17.0
112,Senate,5,40304,6,99.6
112,Senate,5,40305,6,99.8
112,Senate,5,40700,1,84.2
112,Senate,5,40701,1,61.6
112,Senate,5,40702,1,81.3
112,Senate,5,40703,1,94.2
112,Senate,5,40704,1,95.4
112,Senate,5,40705,6,99.9
112,Senate,5,40706,6,31.5
112,Senate,5,40707,6,99.7
112,Senate,5,40900,1,84.9
112,Senate,5,40902,6,99.4
112,Senate,5,40904,1,97.1
112,Senate,5,40905,6,99.3
112,Senate,5,40906,1,80.2
112,Senate,5,40907,1,81.1
112,Senate,5,40908,1,95.3
112,Senate,5,40909,1,75.3
112,Senate,5,40910,1,77.6
112,Senate,5,40913,6,96.5
112,Senate,5,40915,1,50.0
112,Senate,5,40916,1,77.0
112,Senate,5,41101,1,98.3
112,Senate,5,41102,6,99.9
112,Senate,5,41104,6,99.8
112,Senate,5,41106,6,99.9
112,Senate,5,41107,6,98.8
112,Senate,5,41110,6,99.7
112,Senate,5,41111,6,99.9
112,Senate,5,49300,9,84.9
112,Senate,5,49306,9,99.6
112,Senate,5,49308,1,93.4
112,Senate,5,49700,6,99.8
112,Senate,5,49702,1,83.4
112,Senate,5,49703,6,97.1
112,Senate,5,49706,6,99.8
112,Senate,5,94659,6,98.8
112,Senate,5,99911,9,94.5
112,Senate,6,4812,9,94.6
112,Senate,6,14009,6,97.4
112,Senate,6,14203,6,16.8
112,Senate,6,14226,6,99.2
112,Senate,6,14230,1,97.5
112,Senate,6,14307,1,97.3
112,Senate,6,14400,1,98.2
112,Senate,6,14440,1,97.7
112,Senate,6,14503,6,99.5
112,Senate,6,14506,6,99.4
112,Senate,6,14651,1,78.8
112,Senate,6,14661,6,85.9
112,Senate,6,14709,6,1.5
112,Senate,6,14806,6,99.7
112,Senate,6,14852,6,99.8
112,Senate,6,14858,1,97.7
112,Senate,6,14871,1,96.4
112,Senate,6,14912,1,90.1
112,Senate,6,14914,1,98.5
112,Senate,6,14920,9,97.4
112,Senate,6,14921,6,99.6
112,Senate,6,14922,1,94.5
112,Senate,6,15011,1,99.6
112,Senate,6,15015,1,77.6
112,Senate,6,15021,1,97.2
112,Senate,6,15039,9,99.9
112,Senate,6,15054,6,10.1
112,Senate,6,15408,1,95.4
112,Senate,6,15424,6,100.0
112,Senate,6,15425,1,87.8
112,Senate,6,15429,6,100.0
112,Senate,6,15502,1,89.3
112,Senate,6,15703,1,90.1
112,Senate,6,15704,1,82.7
112,Senate,6,20101,6,99.2
112,Senate,6,20115,6,99.2
112,Senate,6,20735,1,99.8
112,Senate,6,29142,1,97.7
112,Senate,6,29147,1,99.9
112,Senate,6,29345,6,99.8
112,Senate,6,29373,1,97.6
112,Senate,6,29386,6,99.7
112,Senate,6,29389,1,99.1
112,Senate,6,29512,6,99.4
112,Senate,6,29534,6,98.2
112,Senate,6,29537,6,100.0
112,Senate,6,29548,6,99.9
112,Senate,6,29555,6,100.0
112,Senate,6,29566,6,99.8
112,Senate,6,29722,6,99.3
112,Senate,6,29732,1,96.2
112,Senate,6,29735,6,99.2
112,Senate,6,29754,6,99.5
112,Senate,6,29906,1,96.6
112,Senate,6,29909,6,99.6
112,Senate,6,29918,6,99.7
112,Senate,6,29924,1,99.1
112,Senate,6,29935,6,100.0
112,Senate,6,29936,6,100.0
112,Senate,6,39310,1,94.7
112,Senate,6,40103,1,49.5
112,Senate,6,40300,6,96.0
112,Senate,6,40301,6,21.1
112,Senate,6,40304,6,99.1
112,Senate,6,40305,6,99.9
112,Senate,6,40700,1,93.0
112,Senate,6,40701,1,70.8
112,Senate,6,40702,1,83.1
112,Senate,6,40703,1,93.6
112,Senate,6,40704,1,97.0
112,Senate,6,40705,6,99.9
112,Senate,6,40706,1,75.9
112,Senate,6,40707,6,99.9
112,Senate,6,40900,1,85.9
112,Senate,6,40902,6,99.8
112,Senate,6,40904,1,98.6
112,Senate,6,40905,6,98.8
112,Senate,6,40906,1,87.3
112,Senate,6,40907,1,80.5
112,Senate,6,40908,1,99.5
112,Senate,6,40909,1,82.0
112,Senate,6,40910,1,86.1
112,Senate,6,40913,6,88.7
112,Senate,6,40915,1,53.9
112,Senate,6,40916,1,86.3
112,Senate,6,41101,1,99.3
112,Senate,6,41102,6,100.0
112,Senate,6,41104,6,100.0
112,Senate,6,41106,6,99.8
112,Senate,6,41107,6,97.7
112,Senate,6,41110,6,100.0
112,Senate,6,41111,6,100.0
112,Senate,6,49300,9,91.0
112,Senate,6,49306,9,99.1
112,Senate,6,49308,1,97.3
112,Senate,6,49700,6,100.0
112,Senate,6,49702,1,79.6
112,Senate,6,49703,6,89.2
112,Senate,6,49706,6,99.9
112,Senate,6,94659,6,98.4
112,Senate,6,99911,9,97.2
112,Senate,7,4812,1,94.8
112,Senate,7,14009,6,100.0
112,Senate,7,14203,1,77.9
112,Senate,7,14226,6,100.0
112,Senate,7,14230,1,99.9
112,Senate,7,14307,1,99.0
112,Senate,7,14400,1,97.8
112,Senate,7,14440,1,99.2
112,Senate,7,14503,6,100.0
112,Senate,7,14506,6,99.8
112,Senate,7,14651,1,51.5
112,Senate,7,14661,6,84.2
112,Senate,7,14709,1,99.5
112,Senate,7,14806,6,100.0
112,Senate,7,14852,6,100.0
112,Senate,7,14858,1,99.8
112,Senate,7,14871,1,99.7
112,Senate,7,14912,6,11.6
112,Senate,7,14914,1,100.0
112,Senate,7,14920,1,99.7
112,Senate,7,14921,6,100.0
112,Senate,7,14922,1,92.8
112,Senate,7,15011,1,100.0
112,Senate,7,15015,1,81.1
112,Senate,7,15021,1,99.5
112,Senate,7,15039,6,99.9
112,Senate,7,15054,1,81.3
112,Senate,7,15408,1,98.5
112,Senate,7,15424,6,100.0
112,Senate,7,15425,1,80.9
112,Senate,7,15429,6,100.0
112,Senate,7,15502,6,31.4
112,Senate,7,15703,1,97.3
112,Senate,7,15704,9,90.3
112,Senate,7,20101,6,100.0
112,Senate,7,20115,6,99.0
112,Senate,7,20735,1,100.0
112,Senate,7,29142,1,99.4
112,Senate,7,29147,1,100.0
112,Senate,7,29345,6,100.0
112,Senate,7,29373,1,99.2
112,Senate,7,29386,6,100.0
112,Senate,7,29389,1,99.8
112,Senate,7,29512,6,100.0
112,Senate,7,29534,6,100.0
112,Senate,7,29537,6,100.0
112,Senate,7,29548,6,100.0
112,Senate,7,29555,6,100.0
112,Senate,7,29566,6,100.0
112,Senate,7,29722,6,100.0
112,Senate,7,29732,1,97.5
112,Senate,7,29735,6,100.0
112,Senate,7,29754,6,100.0
112,Senate,7,29906,1,97.4
112,Senate,7,29909,6,100.0
112,Senate,7,29918,6,100.0
112,Senate,7,29924,1,99.4
112,Senate,7,29935,6,100.0
112,Senate,7,29936,6,100.0
112,Senate,7,39310,1,99.2
112,Senate,7,40103,6,96.1
112,Senate,7,40300,6,99.5
112,Senate,7,40301,6,54.6
112,Senate,7,40304,6,100.0
112,Senate,7,40305,6,100.0
112,Senate,7,40700,1,98.4
112,Senate,7,40701,1,55.1
112,Senate,7,40702,1,71.3
112,Senate,7,40703,1,90.9
112,Senate,7,40704,1,98.6
112,Senate,7,40705,6,100.0
112,Senate,7,40706,6,35.7
112,Senate,7,40707,6,100.0
112,Senate,7,40900,6,23.2
112,Senate,7,40902,6,100.0
112,Senate,7,40904,1,99.7
112,Senate,7,40905,6,100.0
112,Senate,7,40906,1,90.2
112,Senate,7,40907,1,58.4
112,Senate,7,40908,1,100.0
112,Senate,7,40909,9,78.4
112,Senate,7,40910,1,89.8
112,Senate,7,40913,6,96.4
112,Senate,7,40915,1,9.2
112,Senate,7,40916,1,91.1
112,Senate,7,41101,1,99.9
112,Senate,7,41102,6,100.0
112,Senate,7,41104,6,100.0
112,Senate,7,41106,6,99.8
112,Senate,7,41107,6,100.0
112,Senate,7,41110,6,100.0
112,Senate,7,41111,6,100.0
112,Senate,7,49300,1,94.9
112,Senate,7,49306,6,100.0
112,Senate,7,49308,1,99.6
112,Senate,7,49700,6,100.0
112,Senate,7,49702,6,52.0
112,Senate,7,49703,6,89.1
112,Senate,7,49706,6,100.0
112,Senate,7,94659,6,100.0
112,Senate,7,99911,9,99.3
112,Senate,8,4812,6,29.8
112,Senate,8,14009,1,100.0
112,Senate,8,14203,1,89.2
112,Senate,8,14226,1,100.0
112,Senate,8,14230,6,46.1
112,Senate,8,14307,6,42.6
112,Senate,8,14400,6,53.1
112,Senate,8,14440,6,45.3
112,Senate,8,14503,1,100.0
112,Senate,8,14506,1,100.0
112,Senate,8,14651,1,93.5
112,Senate,8,14661,1,99.7
112,Senate,8,14709,6,51.8
112,Senate,8,14806,1,100.0
112,Senate,8,14852,1,100.0
112,Senate,8,14858,6,46.2
112,Senate,8,14871,1,59.8
112,Senate,8,14912,1,81.2
112,Senate,8,14914,6,53.9
112,Senate,8,14920,1,55.8
112,Senate,8,14921,1,100.0
112,Senate,8,14922,1,70.1
112,Senate,8,15011,1,31.5
112,Senate,8,15015,6,9.0
112,Senate,8,15021,6,42.1
112,Senate,8,15039,1,100.0
112,Senate,8,15054,6,18.4
112,Senate,8,15408,1,66.2
112,Senate,8,15424,1,100.0
112,Senate,8,15425,1,85.0
112,Senate,8,15429,1,100.0
112,Senate,8,15502,1,80.7
112,Senate,8,15703,1,76.9
112,Senate,8,15704,9,86.6
112,Senate,8,20101,1,100.0
112,Senate,8,20115,1,100.0
112,Senate,8,20735,6,73.5
112,Senate,8,29142,6,45.1
112,Senate,8,29147,6,84.1
112,Senate,8,29345,1,100.0
112,Senate,8,29373,1,55.6
112,Senate,8,29386,1,100.0
112,Senate,8,29389,1,39.6
112,Senate,8,29512,1,100.0
112,Senate,8,29534,1,100.0
112,Senate,8,29537,1,100.0
112,Senate,8,29548,1,100.0
112,Senate,8,29555,1,100.0
112,Senate,8,29566,1,100.0
112,Senate,8,29722,1,100.0
112,Senate,8,29732,1,63.6
112,Senate,8,29735,1,100.0
112,Senate,8,29754,1,100.0
112,Senate,8,29906,1,61.6
112,Senate,8,29909,1,100.0
112,Senate,8,29918,1,100.0
112,Senate,8,29924,1,36.3
112,Senate,8,29935,1,100.0
112,Senate,8,29936,1,100.0
112,Senate,8,39310,1,66.7
112,Senate,8,40103,1,99.7
112,Senate,8,40300,1,100.0
112,Senate,8,40301,1,93.5
112,Senate,8,40304,1,100.0
112,Senate,8,40305,1,100.0
112,Senate,8,40700,1,71.8
112,Senate,8,40701,1,95.7
112,Senate,8,40702,1,90.0
112,Senate,8,40703,1,73.1
112,Senate,8,40704,6,40.7
112,Senate,8,40705,1,100.0
112,Senate,8,40706,1,93.8
112,Senate,8,40707,1,100.0
112,Senate,8,40900,1,87.3
112,Senate,8,40902,1,100.0
112,Senate,8,40904,6,53.5
112,Senate,8,40905,1,100.0
112,Senate,8,40906,1,83.9
112,Senate,8,40907,1,92.3
112,Senate,8,40908,1,31.9
112,Senate,8,40909,9,89.8
112,Senate,8,40910,1,84.9
112,Senate,8,40913,1,99.9
112,Senate,8,40915,1,99.4
112,Senate,8,40916,1,84.3
112,Senate,8,41101,1,36.5
112,Senate,8,41102,1,100.0
112,Senate,8,41104,1,100.0
112,Senate,8,41106,1,100.0
112,Senate,8,41107,1,100.0
112,Senate,8,41110,1,100.0
112,Senate,8,41111,1,100.0
112,Senate,8,49300,1,78.1
112,Senate,8,49306,1,100.0
112,Senate,8,49308,6,43.2
112,Senate,8,49700,1,100.0
112,Senate,8,49702,1,93.0
112,Senate,8,49703,1,99.8
112,Senate,8,49706,1,100.0
112,Senate,8,94659,1,100.0
112,Senate,8,99911,9,57.8
112,Senate,9,4812,6,100.0
112,Senate,9,14009,1,99.6
112,Senate,9,14203,6,99.8
112,Senate,9,14226,1,100.0
112,Senate,9,14230,6,99.7
112,Senate,9,14307,6,100.0
112,Senate,9,14400,6,100.0
112,Senate,9,14440,6,100.0
112,Senate,9,14503,1,100.0
112,Senate,9,14506,1,100.0
112,Senate,9,14651,6,100.0
112,Senate,9,14661,1,97.1
112,Senate,9,14709,6,100.0
112,Senate,9,14806,1,100.0
112,Senate,9,14852,1,100.0
112,Senate,9,14858,6,99.9
112,Senate,9,14871,6,99.7
112,Senate,9,14912,6,100.0
112,Senate,9,14914,6,99.8
112,Senate,9,14920,6,99.9
112,Senate,9,14921,1,100.0
112,Senate,9,14922,6,100.0
112,Senate,9,15011,6,100.0
112,Senate,9,15015,6,97.4
112,Senate,9,15021,6,100.0
112,Senate,9,15039,1,100.0
112,Senate,9,15054,6,100.0
112,Senate,9,15408,6,100.0
112,Senate,9,15424,1,100.0
112,Senate,9,15425,6,100.0
112,Senate,9,15429,1,100.0
