"woldenberg","barragan","cantu","cardenas","lujambio","merino","molinar","peschard","zebadua","rivera","luken","folio","date","yr","mo","dy","qtr","sem","term","dunan"
1,1,1,1,1,1,0,1,0,1,1,1529,2002-07-03,2002,7,3,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1530,2002-07-03,2002,7,3,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1531,2002-08-09,2002,8,9,2002.3,2002.2,3,1
1,2,1,2,1,1,0,1,0,1,1,1532,2002-08-09,2002,8,9,2002.3,2002.2,3,0
2,1,2,1,2,2,0,2,0,2,2,1533,2002-08-09,2002,8,9,2002.3,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1534,2002-08-09,2002,8,9,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1535,2002-08-09,2002,8,9,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1536,2002-08-09,2002,8,9,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1537,2002-08-09,2002,8,9,2002.3,2002.2,3,1
1,1,1,2,1,5,0,1,0,1,1,1538,2002-08-09,2002,8,9,2002.3,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1539,2002-08-09,2002,8,9,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1540,2002-08-09,2002,8,9,2002.3,2002.2,3,1
1,1,2,2,1,1,0,1,0,1,1,1541,2002-08-09,2002,8,9,2002.3,2002.2,3,0
1,1,1,3,1,1,0,1,0,1,1,1542,2002-08-09,2002,8,9,2002.3,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1543,2002-08-09,2002,8,9,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1544,2002-08-09,2002,8,9,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1545,2002-09-24,2002,9,24,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1546,2002-09-24,2002,9,24,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1547,2002-09-24,2002,9,24,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1548,2002-09-24,2002,9,24,2002.3,2002.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1549,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1550,2002-09-24,2002,9,24,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1551,2002-09-24,2002,9,24,2002.3,2002.2,3,1
2,2,2,1,2,2,0,2,0,2,2,1552,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1553,2002-09-24,2002,9,24,2002.3,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1554,2002-09-24,2002,9,24,2002.3,2002.2,3,1
1,3,1,3,1,1,0,1,0,1,1,1555,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,3,1,2,1,1,0,5,0,1,1,1556,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,1,1557,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,5,1558,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1559,2002-09-24,2002,9,24,2002.3,2002.2,3,1
1,3,1,2,1,1,0,1,0,1,1,1560,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,1,1561,2002-09-24,2002,9,24,2002.3,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1562,2002-10-03,2002,10,3,2002.4,2002.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1563,2002-10-03,2002,10,3,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1564,2002-10-03,2002,10,3,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1565,2002-10-03,2002,10,3,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1566,2002-10-03,2002,10,3,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1567,2002-10-21,2002,10,21,2002.4,2002.2,3,1
1,1,1,3,1,1,0,1,0,1,1,1568,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,1,1,3,1,1,0,1,0,1,1,1569,2002-10-21,2002,10,21,2002.4,2002.2,3,0
2,2,1,2,1,2,0,2,0,2,2,1570,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,1,6,3,6,3,0,1,0,1,1,1571,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1572,2002-10-21,2002,10,21,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1573,2002-10-21,2002,10,21,2002.4,2002.2,3,1
1,2,1,2,1,1,0,1,0,1,1,1574,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,2,1,1,1,1,0,1,0,1,1,1575,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1576,2002-10-21,2002,10,21,2002.4,2002.2,3,1
1,2,1,2,1,1,0,1,0,1,5,1577,2002-10-21,2002,10,21,2002.4,2002.2,3,0
6,6,6,6,6,6,0,6,0,6,6,1578,2002-10-21,2002,10,21,2002.4,2002.2,3,0
6,6,6,6,6,6,0,6,0,6,6,1579,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,6,2,6,1,1,0,1,0,1,1,1580,2002-10-21,2002,10,21,2002.4,2002.2,3,0
6,6,6,6,6,6,0,6,0,6,6,1581,2002-10-21,2002,10,21,2002.4,2002.2,3,0
6,6,6,6,6,6,0,6,0,6,6,1582,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,2,1,2,1,1,0,1,0,1,1,1583,2002-10-21,2002,10,21,2002.4,2002.2,3,0
2,1,2,1,2,2,0,2,0,2,2,1584,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1585,2002-10-21,2002,10,21,2002.4,2002.2,3,1
1,1,1,3,1,1,0,5,0,1,1,1586,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,1,1,2,1,1,0,5,0,1,1,1587,2002-10-21,2002,10,21,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1588,2002-11-27,2002,11,27,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1589,2002-11-27,2002,11,27,2002.4,2002.2,3,1
1,2,1,3,1,1,0,1,0,1,1,1590,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1591,2002-11-27,2002,11,27,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1592,2002-11-27,2002,11,27,2002.4,2002.2,3,1
2,2,1,1,2,2,0,2,0,2,2,1593,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,2,1,1,1,1,0,1,0,1,1,1594,2002-11-27,2002,11,27,2002.4,2002.2,3,0
2,1,2,2,2,2,0,2,0,2,2,1595,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1596,2002-11-27,2002,11,27,2002.4,2002.2,3,1
1,2,1,2,1,1,0,1,0,2,2,1597,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1598,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1599,2002-11-27,2002,11,27,2002.4,2002.2,3,1
1,1,1,2,1,1,0,1,0,1,1,1600,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,2,1,2,1,1,0,1,0,3,3,1601,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1602,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1603,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,2,5,1,0,1,0,1,1,1604,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,2,1,2,1,1,0,1,0,1,1,1605,2002-11-27,2002,11,27,2002.4,2002.2,3,0
2,1,1,3,1,1,0,1,0,1,1,1606,2002-11-27,2002,11,27,2002.4,2002.2,3,0
2,1,1,1,1,1,0,1,0,1,1,1607,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,2,1,5,0,5,0,1,1,1608,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,2,1,1,0,5,0,1,1,1609,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,2,1,1,0,5,0,1,1,1610,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1611,2002-11-27,2002,11,27,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1612,2002-12-18,2002,12,18,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1613,2002-12-18,2002,12,18,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1614,2002-12-18,2002,12,18,2002.4,2002.2,3,1
1,2,1,1,1,1,0,1,0,1,1,1615,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,1,1616,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,1,1617,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,1,1618,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,1,1619,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,1,1620,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,3,1,1,1,1,0,1,0,1,1,1621,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,3,1,1,1,1,0,1,0,1,1,1622,2002-12-18,2002,12,18,2002.4,2002.2,3,0
2,3,2,2,2,2,0,2,0,2,2,1623,2002-12-18,2002,12,18,2002.4,2002.2,3,0
2,3,2,2,2,2,0,2,0,2,2,1624,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1625,2002-12-18,2002,12,18,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1626,2002-12-18,2002,12,18,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1627,2002-12-18,2002,12,18,2002.4,2002.2,3,1
3,1,1,1,1,1,0,1,0,1,1,1628,2002-12-18,2002,12,18,2002.4,2002.2,3,0
2,1,2,2,2,2,0,2,0,2,2,1629,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1630,2002-12-18,2002,12,18,2002.4,2002.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1631,2002-12-18,2002,12,18,2002.4,2002.2,3,1
2,2,2,1,2,2,0,2,0,2,2,1632,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1633,2002-12-18,2002,12,18,2002.4,2002.2,3,1
1,1,1,3,1,1,0,1,0,1,5,1634,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1635,2002-12-18,2002,12,18,2002.4,2002.2,3,1
1,2,1,2,5,1,0,1,0,1,1,1636,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,2,5,1,0,1,0,1,1,1637,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1638,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,2,1,3,1,1,0,1,0,5,1,1639,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1640,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1641,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,3,1,2,1,1,0,1,0,1,1,1642,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1643,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,2,1,2,1,1,0,1,0,1,1,1644,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,2,1,3,1,1,0,1,0,1,1,1645,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1646,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1647,2002-12-18,2002,12,18,2002.4,2002.2,3,0
1,1,4,1,1,1,0,1,0,1,1,1648,2003-01-28,2003,1,28,2003.1,2003.1,3,1
1,1,4,1,1,1,0,1,0,1,1,1649,2003-01-28,2003,1,28,2003.1,2003.1,3,1
1,3,4,1,1,1,0,1,0,1,1,1650,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,1,4,1,1,1,0,1,0,1,1,1651,2003-01-28,2003,1,28,2003.1,2003.1,3,1
1,3,4,1,1,1,0,1,0,1,1,1652,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,2,4,1,1,1,0,1,0,1,1,1654,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,6,4,2,1,1,0,1,0,1,2,1655,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,1,4,1,1,1,0,1,0,1,1,1656,2003-01-28,2003,1,28,2003.1,2003.1,3,1
1,1,4,1,1,1,0,1,0,1,1,1657,2003-01-28,2003,1,28,2003.1,2003.1,3,1
1,1,4,1,1,1,0,1,0,1,1,1658,2003-01-28,2003,1,28,2003.1,2003.1,3,1
1,1,4,1,1,1,0,1,0,1,1,1659,2003-01-28,2003,1,28,2003.1,2003.1,3,1
1,1,4,1,1,1,0,1,0,1,1,1660,2003-01-28,2003,1,28,2003.1,2003.1,3,1
2,1,4,1,2,2,0,2,0,2,2,1661,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,1,4,1,1,1,0,1,0,1,1,1662,2003-01-28,2003,1,28,2003.1,2003.1,3,1
1,3,4,2,1,1,0,1,0,1,1,1663,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,3,4,3,1,1,0,1,0,1,1,1664,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,3,4,2,1,1,0,1,0,1,1,1665,2003-01-28,2003,1,28,2003.1,2003.1,3,0
3,3,4,2,1,1,0,1,0,3,1,1666,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,3,4,2,1,1,0,1,0,1,1,1667,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,3,4,2,1,1,0,1,0,1,1,1668,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,3,4,1,1,1,0,1,0,1,1,1669,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,3,4,2,1,1,0,1,0,1,5,1671,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,3,4,2,1,1,0,1,0,1,1,1672,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,3,4,2,1,1,0,1,0,1,3,1673,2003-01-28,2003,1,28,2003.1,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1674,2003-02-28,2003,2,28,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1675,2003-02-28,2003,2,28,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1676,2003-02-28,2003,2,28,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1677,2003-02-28,2003,2,28,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1678,2003-02-28,2003,2,28,2003.1,2003.1,3,1
2,1,1,1,2,2,0,2,0,2,1,1679,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1680,2003-02-28,2003,2,28,2003.1,2003.1,3,1
1,2,1,2,1,1,0,1,0,1,1,1681,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,3,2,2,1,1,0,1,0,1,1,1682,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,3,2,2,1,1,0,1,0,1,1,1683,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,3,2,2,1,1,0,1,0,1,1,1684,2003-02-28,2003,2,28,2003.1,2003.1,3,0
2,3,3,3,2,2,0,2,0,2,2,1685,2003-02-28,2003,2,28,2003.1,2003.1,3,0
2,3,1,3,2,2,0,2,0,2,2,1686,2003-02-28,2003,2,28,2003.1,2003.1,3,0
2,3,2,3,2,2,0,2,0,2,2,1687,2003-02-28,2003,2,28,2003.1,2003.1,3,0
2,2,2,1,2,2,0,2,0,2,2,1688,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,3,1,3,5,1,0,1,0,1,1,1689,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,3,1,2,1,1,0,1,0,1,1,1690,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,3,1,2,1,1,0,1,0,1,1,1691,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,3,1,2,1,1,0,1,0,1,1,1692,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,3,1,2,1,1,0,1,0,1,1,1693,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,2,3,2,1,1,0,1,0,1,1,1694,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,3,1,2,1,1,0,1,0,1,5,1695,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,5,1696,2003-02-28,2003,2,28,2003.1,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1697,2003-03-14,2003,3,14,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1698,2003-03-14,2003,3,14,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1699,2003-03-14,2003,3,14,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1700,2003-03-14,2003,3,14,2003.1,2003.1,3,1
1,3,1,1,1,1,0,1,0,1,1,1703,2003-03-14,2003,3,14,2003.1,2003.1,3,0
1,3,1,1,1,1,0,1,0,1,1,1704,2003-03-14,2003,3,14,2003.1,2003.1,3,0
1,3,1,2,1,1,0,1,0,1,1,1705,2003-03-14,2003,3,14,2003.1,2003.1,3,0
1,3,1,2,1,1,0,1,0,1,1,1706,2003-03-14,2003,3,14,2003.1,2003.1,3,0
1,3,1,2,1,1,0,1,0,1,2,1707,2003-03-14,2003,3,14,2003.1,2003.1,3,0
1,3,1,2,1,1,0,1,0,1,2,1708,2003-03-14,2003,3,14,2003.1,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1714,2003-03-14,2003,3,14,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1716,2003-03-31,2003,3,31,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1717,2003-03-31,2003,3,31,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1718,2003-03-31,2003,3,31,2003.1,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1719,2003-04-18,2003,4,18,2003.2,2003.1,3,1
1,6,1,2,1,1,0,1,0,1,1,1720,2003-04-18,2003,4,18,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1721,2003-04-30,2003,4,30,2003.2,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1722,2003-04-30,2003,4,30,2003.2,2003.1,3,1
1,1,1,1,1,2,0,1,0,1,1,1723,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1724,2003-04-30,2003,4,30,2003.2,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1725,2003-04-30,2003,4,30,2003.2,2003.1,3,1
1,1,1,1,2,2,0,2,0,2,2,1726,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1727,2003-04-30,2003,4,30,2003.2,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1728,2003-04-30,2003,4,30,2003.2,2003.1,3,1
1,1,1,2,1,1,0,1,0,1,1,1729,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,1,1730,2003-04-30,2003,4,30,2003.2,2003.1,3,0
2,1,2,2,2,2,0,1,0,2,3,1731,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,3,1732,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,1,1733,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,1,1734,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1735,2003-04-30,2003,4,30,2003.2,2003.1,3,1
2,1,2,1,2,2,0,2,0,2,2,1736,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1737,2003-04-30,2003,4,30,2003.2,2003.1,3,1
1,3,1,3,1,1,0,1,0,1,1,1738,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1739,2003-04-30,2003,4,30,2003.2,2003.1,3,1
1,5,1,2,1,1,0,1,0,1,2,1762,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,2,1763,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,1,1764,2003-04-30,2003,4,30,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1765,2003-05-03,2003,5,3,2003.2,2003.1,3,1
1,2,1,2,1,1,0,1,0,1,1,1766,2003-05-03,2003,5,3,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1767,2003-05-11,2003,5,11,2003.2,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1768,2003-05-30,2003,5,30,2003.2,2003.1,3,1
1,3,1,3,1,1,0,1,0,1,1,1769,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,1,1,1,5,1,0,1,0,1,1,1770,2003-05-30,2003,5,30,2003.2,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1771,2003-05-30,2003,5,30,2003.2,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1772,2003-05-30,2003,5,30,2003.2,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1773,2003-05-30,2003,5,30,2003.2,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1774,2003-05-30,2003,5,30,2003.2,2003.1,3,1
1,2,1,2,1,1,0,1,0,1,1,1775,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,2,2,2,1,1,0,1,0,1,3,1776,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,3,1,3,1,1,0,1,0,1,1,1777,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,3,1,3,1,1,0,1,0,1,1,1778,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,3,1,1,1,1,0,1,0,1,1,1779,2003-05-30,2003,5,30,2003.2,2003.1,3,0
2,1,2,1,2,2,0,2,0,2,1,1780,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,1,1,3,1,1,0,1,0,1,1,1781,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,3,1,2,5,1,0,1,0,1,1,1782,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,1,1783,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,2,2,2,2,1,0,1,0,1,2,1784,2003-05-30,2003,5,30,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1785,2003-06-16,2003,6,16,2003.2,2003.1,3,1
1,1,1,1,1,1,0,1,0,1,1,1786,2003-06-16,2003,6,16,2003.2,2003.1,3,1
1,3,1,2,1,1,0,1,0,1,1,1787,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1788,2003-06-16,2003,6,16,2003.2,2003.1,3,1
3,2,1,1,2,1,0,1,0,3,1,1789,2003-06-16,2003,6,16,2003.2,2003.1,3,0
3,1,1,1,2,1,0,1,0,3,1,1791,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1806,2003-06-16,2003,6,16,2003.2,2003.1,3,1
1,1,1,2,1,1,0,1,0,1,2,1807,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,2,1,2,1,1,0,1,0,1,1,1808,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,1,1809,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,1,1810,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,1,1,2,1,1,0,1,0,1,1,1811,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1812,2003-06-16,2003,6,16,2003.2,2003.1,3,1
1,2,1,2,1,1,0,1,0,3,2,1813,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,2,1,2,5,1,0,1,0,1,1,1814,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,3,1,2,5,1,0,1,0,1,1,1815,2003-06-16,2003,6,16,2003.2,2003.1,3,0
1,1,1,1,1,1,0,1,0,1,1,1816,2003-06-25,2003,6,25,2003.2,2003.1,3,1
1,2,1,2,1,1,0,1,0,1,1,1817,2003-06-25,2003,6,25,2003.2,2003.1,3,0
1,3,1,3,1,1,0,1,0,1,1,1818,2003-07-06,2003,7,6,2003.3,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1819,2003-07-06,2003,7,6,2003.3,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1820,2003-07-06,2003,7,6,2003.3,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1821,2003-07-06,2003,7,6,2003.3,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1822,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1823,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,3,1,2,1,1,0,1,0,1,1,1824,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1825,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,1,1,0,1,0,1,1,1826,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,1,1,1,1,1,0,1,0,1,1,1827,2003-08-22,2003,8,22,2003.3,2003.2,3,1
1,3,1,3,1,1,0,1,0,1,3,1828,2003-08-22,2003,8,22,2003.3,2003.2,3,0
2,3,2,1,2,2,0,2,0,2,3,1829,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,2,0,1,0,1,1,1830,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1831,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,2,1832,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1833,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1834,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,2,1,1,0,1,0,1,1,1835,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,1,1,2,1,0,1,0,1,1,1836,2003-08-22,2003,8,22,2003.3,2003.2,3,0
1,1,2,2,3,1,0,1,0,1,3,1837,2003-08-22,2003,8,22,2003.3,2003.2,3,0
